address,district,street,house_number,coords,area,full_price,weighted_price,lat,lon
Свердловская область;Екатеринбург;район Ленинский;ул. Чапаева;д.21,район Ленинский,ул. Чапаева,д.21,"56.815873,60.615261",152.0,12000000,78947,56.815873,60.615261
Свердловская область;Екатеринбург;район Октябрьский;ул. Ткачей;д.13,район Октябрьский,ул. Ткачей,д.13,"56.815809,60.633037",148.8,12420000,83490,56.815809,60.633037
Свердловская область;Екатеринбург;район Ленинский;Юго-Западный мкр;ул. Волгоградская;д.178,Юго-Западный мкр,ул. Волгоградская,д.178,"56.809862,60.566303",177.1,12400000,70016,56.809862,60.566303
Свердловская область;Екатеринбург;район Ленинский;Московская ул.;д.77,район Ленинский,Московская ул.,д.77,"56.826419,60.586587",142.0,12490000,87957,56.826419,60.586587
Свердловская область;Екатеринбург;район Ленинский;Юго-Западный мкр;ул. Академика Бардина;д.48А,Юго-Западный мкр,ул. Академика Бардина,д.48А,"56.800385,60.577828",133.0,12600000,94736,56.800385,60.577828
Свердловская область;Екатеринбург;район Ленинский;ул. 8 Марта;д.90,район Ленинский,ул. 8 Марта,д.90,"56.816375,60.606035",140.2,12620000,90014,56.816375,60.606035
Свердловская область;Екатеринбург;район Верх-Исетский;ул. Фролова;д.27,район Верх-Исетский,ул. Фролова,д.27,"56.838632,60.546783",174.0,12500000,71839,56.838632,60.546783
Свердловская область;Екатеринбург;район Железнодорожный;ул. Челюскинцев,Екатеринбург,район Железнодорожный,ул. Челюскинцев,"56.848933,60.592442",139.1,12517200,89999,56.848933,60.592442
Свердловская область;Екатеринбург;район Верх-Исетский;ул. Мельникова;д.27,район Верх-Исетский,ул. Мельникова,д.27,"56.833171,60.569429",122.8,12650000,103013,56.833171,60.569429
Свердловская область;Екатеринбург;район Ленинский;Московская ул.;д.225к4,район Ленинский,Московская ул.,д.225к4,"56.808152,60.594618",157.0,12700000,80891,56.808152,60.594618
Свердловская область;Екатеринбург;район Верх-Исетский;ул. Фролова;д.27,район Верх-Исетский,ул. Фролова,д.27,"56.838632,60.546783",172.0,12700000,73837,56.838632,60.546783
Свердловская область;Екатеринбург;район Железнодорожный;Красный пер.;д.8Б,район Железнодорожный,Красный пер.,д.8Б,"56.847395,60.595319",115.0,12800000,111304,56.847395,60.595319
Свердловская область;Екатеринбург;район Ленинский;Европейский мкр;ул. Кольцевая;д.32,Европейский мкр,ул. Кольцевая,д.32,"56.782751,60.534988",191.1,12900000,67503,56.782751,60.534988
Свердловская область;Екатеринбург;район Верх-Исетский;ул. Фролова;д.29,район Верх-Исетский,ул. Фролова,д.29,"56.839075,60.545255",133.3,12900000,96774,56.839075,60.545255
Свердловская область;Екатеринбург;район Верх-Исетский;Ключевская ул.;д.15,район Верх-Исетский,Ключевская ул.,д.15,"56.832368,60.566779",131.0,13000000,99236,56.832368,60.566779
Свердловская область;Екатеринбург;район Октябрьский;ул. Ткачей;д.13,район Октябрьский,ул. Ткачей,д.13,"56.815809,60.633037",164.3,13040000,79352,56.815809,60.633037
Свердловская область;Екатеринбург;район Ленинский;ул. Горького;д.69/1,район Ленинский,ул. Горького,д.69/1,"56.828517,60.609943",116.0,13000000,112068,56.828517,60.609943
Свердловская область;Екатеринбург;район Ленинский;Московская ул.;д.215А,район Ленинский,Московская ул.,д.215А,"56.811034,60.592103",151.0,13000000,86092,56.811034,60.592103
Свердловская область;Екатеринбург;район Ленинский;Машинная ул.;д.3а,район Ленинский,Машинная ул.,д.3а,"56.812660,60.631368",223.0,13321088,59735,56.812660,60.631368
Свердловская область;Екатеринбург;район Верх-Исетский;ул. Рябинина,Екатеринбург,район Верх-Исетский,ул. Рябинина,"56.798395,60.513065",33.1,1957000,59195,56.798395,60.513065
Свердловская область;Екатеринбург;район Верх-Исетский;ул. Рябинина,Екатеринбург,район Верх-Исетский,ул. Рябинина,"56.798395,60.513065",37.6,1970000,52421,56.798395,60.513065
Свердловская область;Екатеринбург;район Верх-Исетский;ул. Рябинина,Екатеринбург,район Верх-Исетский,ул. Рябинина,"56.798595,60.513173",34.7,2017000,58177,56.798595,60.513173
Свердловская область;Екатеринбург;район Верх-Исетский;ул. Евгения Савкова,Екатеринбург,район Верх-Исетский,ул. Евгения Савкова,"56.787969,60.471385",31.0,2034254,65621,56.787969,60.471385
Свердловская область;Екатеринбург;район Верх-Исетский;ул. Рябинина,Екатеринбург,район Верх-Исетский,ул. Рябинина,"56.798395,60.513065",34.7,2017000,58177,56.798395,60.513065
Свердловская область;Екатеринбург;район Верх-Исетский;ул. Рябинина,Екатеринбург,район Верх-Исетский,ул. Рябинина,"56.798395,60.513065",34.4,2021000,58698,56.798395,60.513065
Свердловская область;Екатеринбург;район Верх-Исетский;ул. Рябинина,Екатеринбург,район Верх-Исетский,ул. Рябинина,"56.798595,60.513173",33.6,2065000,61385,56.798595,60.513173
Свердловская область;Екатеринбург;район Верх-Исетский;ул. Рябинина,Екатеринбург,район Верх-Исетский,ул. Рябинина,"56.798395,60.513065",33.6,2062000,61296,56.798395,60.513065
Свердловская область;Екатеринбург;район Чкаловский;Вторчермет мкр;ул. Братская;д.18,Вторчермет мкр,ул. Братская,д.18,"56.778307,60.599855",30.4,2070000,68092,56.778307,60.599855
Свердловская область;Екатеринбург;район Верх-Исетский;ул. Рябинина,Екатеринбург,район Верх-Исетский,ул. Рябинина,"56.798395,60.513065",35.2,2130000,60494,56.798395,60.513065
Свердловская область;Екатеринбург;район Чкаловский;Елизавет мкр;ул. Бисертская;д.2А,Елизавет мкр,ул. Бисертская,д.2А,"56.739949,60.608676",42.0,2140000,50952,56.739949,60.608676
Свердловская область;Екатеринбург;район Орджоникидзевский;ул. Избирателей;д.19,район Орджоникидзевский,ул. Избирателей,д.19,"56.901882,60.597510",29.0,2170000,74827,56.901882,60.597510
Свердловская область;Екатеринбург;район Кировский;Втузгородок мкр;ул. Мира;д.38,Втузгородок мкр,ул. Мира,д.38,"56.836992,60.652245",35.2,2180000,61931,56.836992,60.652245
Свердловская область;Екатеринбург;район Орджоникидзевский;просп. Космонавтов;д.80к3,район Орджоникидзевский,просп. Космонавтов,д.80к3,"56.905037,60.616636",30.0,2230000,74333,56.905037,60.616636
Свердловская область;Екатеринбург;район Кировский;Советская ул.;д.2А,район Кировский,Советская ул.,д.2А,"56.851859,60.625825",30.0,2200000,73333,56.851859,60.625825
Свердловская область;Екатеринбург;район Верх-Исетский;Широкая Речка мкр;ул. Тенистая,район Верх-Исетский,Широкая Речка мкр,ул. Тенистая,"56.800570,60.501143",37.1,2212000,59622,56.800570,60.501143
Свердловская область;Екатеринбург;район Верх-Исетский;ул. Рябинина,Екатеринбург,район Верх-Исетский,ул. Рябинина,"56.798595,60.513173",36.7,2245000,61188,56.798595,60.513173
Свердловская область;Екатеринбург;район Железнодорожный;Таватуйская ул.;д.12к2,район Железнодорожный,Таватуйская ул.,д.12к2,"56.870415,60.540683",33.6,2200000,65476,56.870415,60.540683
Свердловская область;Екатеринбург;район Верх-Исетский;Широкая Речка мкр;ул. Тенистая,район Верх-Исетский,Широкая Речка мкр,ул. Тенистая,"56.800570,60.501143",37.1,2286000,61617,56.800570,60.501143
Свердловская область;Екатеринбург;район Орджоникидзевский;Эльмаш мкр;ул. Парниковая;д.11,Эльмаш мкр,ул. Парниковая,д.11,"56.910291,60.615854",29.0,2300000,79310,56.910291,60.615854
Свердловская область;Екатеринбург;район Верх-Исетский;Широкая Речка мкр;ул. Тенистая,район Верх-Исетский,Широкая Речка мкр,ул. Тенистая,"56.800570,60.501143",37.5,2306000,61493,56.800570,60.501143
Свердловская область;Екатеринбург;район Верх-Исетский;ул. Рябинина,Екатеринбург,район Верх-Исетский,ул. Рябинина,"56.798595,60.513173",39.3,2338000,59475,56.798595,60.513173
Свердловская область;Екатеринбург;район Верх-Исетский;ул. Рябинина,Екатеринбург,район Верх-Исетский,ул. Рябинина,"56.798395,60.513065",39.0,2338000,59948,56.798395,60.513065
Свердловская область;Екатеринбург;район Верх-Исетский;Суходольская ул.,Екатеринбург,район Верх-Исетский,Суходольская ул.,"56.796032,60.492156",39.8,2370000,59547,56.796032,60.492156
Свердловская область;Екатеринбург;район Кировский;ЖБИ мкр;ул. 40-летия Комсомола;д.32Г,ЖБИ мкр,ул. 40-летия Комсомола,д.32Г,"56.824991,60.698104",37.8,2350000,62169,56.824991,60.698104
Свердловская область;Екатеринбург;район Чкаловский;ул. 8 Марта,Екатеринбург,район Чкаловский,ул. 8 Марта,"56.792054,60.610382",80.9,5982900,74000,56.792054,60.610382
Свердловская область;Екатеринбург;район Верх-Исетский;Академический мкр;просп. Академика Сахарова,район Верх-Исетский,Академический мкр,просп. Академика Сахарова,"56.790936,60.504540",80.6,5954400,73875,56.790936,60.504540
Свердловская область;Екатеринбург;район Кировский;Пионерский мкр;ул. Данилы Зверева;д.7В,Пионерский мкр,ул. Данилы Зверева,д.7В,"56.859099,60.650403",77.8,5951700,76500,56.859099,60.650403
Свердловская область;Екатеринбург;район Ленинский;ул. Цвиллинга,Екатеринбург,район Ленинский,ул. Цвиллинга,"56.814620,60.624010",84.7,5927600,70000,56.814620,60.624010
Свердловская область;Екатеринбург;район Верх-Исетский;Академический мкр;просп. Академика Сахарова,район Верх-Исетский,Академический мкр,просп. Академика Сахарова,"56.790936,60.504540",81.5,6026400,73943,56.790936,60.504540
Свердловская область;Екатеринбург;район Ленинский;Академический мкр;просп. Академика Сахарова;д.64,Академический мкр,просп. Академика Сахарова,д.64,"56.785305,60.517453",81.0,6000000,74074,56.785305,60.517453
Свердловская область;Екатеринбург;район Чкаловский;ул. Счастливая,Екатеринбург,район Чкаловский,ул. Счастливая,"56.749519,60.564728",91.4,6001200,65658,56.749519,60.564728
Свердловская область;Екатеринбург;район Ленинский;Академический мкр;просп. Академика Сахарова;д.39,Академический мкр,просп. Академика Сахарова,д.39,"56.779318,60.525573",82.7,6097250,73727,56.779318,60.525573
Свердловская область;Екатеринбург;район Ленинский;Академический мкр;просп. Академика Сахарова,район Ленинский,Академический мкр,просп. Академика Сахарова,"56.780513,60.523399",82.7,6097250,73727,56.780513,60.523399
Свердловская область;Екатеринбург;район Ленинский;Академический мкр;просп. Академика Сахарова;д.45,Академический мкр,просп. Академика Сахарова,д.45,"56.781996,60.520758",82.3,6075500,73821,56.781996,60.520758
Свердловская область;Екатеринбург;район Чкаловский;ул. Счастливая,Екатеринбург,район Чкаловский,ул. Счастливая,"56.749519,60.564728",89.7,6093900,67936,56.749519,60.564728
Свердловская область;Екатеринбург;район Ленинский;Академический мкр;просп. Академика Сахарова;д.45,Академический мкр,просп. Академика Сахарова,д.45,"56.781996,60.520758",82.5,6090000,73818,56.781996,60.520758
Свердловская область;Екатеринбург;район Чкаловский;ул. 8 Марта,Екатеринбург,район Чкаловский,ул. 8 Марта,"56.792054,60.610382",80.5,6115720,76000,56.792054,60.610382
Свердловская область;Екатеринбург;район Ленинский;Академический мкр;просп. Академика Сахарова;д.37,Академический мкр,просп. Академика Сахарова,д.37,"56.778135,60.527720",82.8,6104500,73725,56.778135,60.527720
Свердловская область;Екатеринбург;район Кировский;Пионерский мкр;ул. Сулимова,район Кировский,Пионерский мкр,ул. Сулимова,"56.860303,60.650125",92.5,6132750,66300,56.860303,60.650125
Свердловская область;Екатеринбург;район Ленинский;Юго-Западный мкр;ул. Шаумяна,район Ленинский,Юго-Западный мкр,ул. Шаумяна,"56.808243,60.588460",84.8,6150000,72523,56.808243,60.588460
Свердловская область;Екатеринбург;район Ленинский;Академический мкр;просп. Академика Сахарова,район Ленинский,Академический мкр,просп. Академика Сахарова,"56.780513,60.523399",83.9,6184250,73709,56.780513,60.523399
Свердловская область;Екатеринбург;район Чкаловский;ул. Гастелло;д.25,район Чкаловский,ул. Гастелло,д.25,"56.782927,60.647289",96.8,6190000,63946,56.782927,60.647289
Свердловская область;Екатеринбург;район Чкаловский;ул. Гастелло;д.25,район Чкаловский,ул. Гастелло,д.25,"56.782927,60.647289",100.0,6150000,61500,56.782927,60.647289
Свердловская область;Екатеринбург;район Ленинский;Юго-Западный мкр;ул. Шаумяна,район Ленинский,Юго-Западный мкр,ул. Шаумяна,"56.808243,60.588460",85.6,6150000,71845,56.808243,60.588460
Свердловская область;Екатеринбург;район Чкаловский;Рощинская ул.;д.72а,район Чкаловский,Рощинская ул.,д.72а,"56.779309,60.678314",97.0,6180000,63711,56.779309,60.678314
Свердловская область;Екатеринбург;район Верх-Исетский;ул. Крауля;д.87к1,район Верх-Исетский,ул. Крауля,д.87к1,"56.830841,60.534399",93.0,6190000,66559,56.830841,60.534399
Свердловская область;Екатеринбург;район Кировский;ул. Владимира Высоцкого;д.1,район Кировский,ул. Владимира Высоцкого,д.1,"56.843608,60.674976",87.6,6204000,70846,56.843608,60.674976
Свердловская область;Екатеринбург;район Кировский;ул. Владимира Высоцкого;д.1,район Кировский,ул. Владимира Высоцкого,д.1,"56.843608,60.674976",94.8,6230000,65731,56.843608,60.674976
Свердловская область;Екатеринбург;район Верх-Исетский;Опалихинская ул.,Екатеринбург,район Верх-Исетский,Опалихинская ул.,"56.852402,60.562387",86.1,6290000,73097,56.852402,60.562387
Свердловская область;Екатеринбург;район Чкаловский;Авиационная ул.;д.50,район Чкаловский,Авиационная ул.,д.50,"56.803534,60.617246",78.0,5200000,66666,56.803534,60.617246
Свердловская область;Екатеринбург;район Кировский;Пионерский мкр;ул. Боровая;д.21А,Пионерский мкр,ул. Боровая,д.21А,"56.862878,60.645193",79.0,5200000,65822,56.862878,60.645193
Свердловская область;Екатеринбург;район Кировский;Советская ул.;д.58,район Кировский,Советская ул.,д.58,"56.857190,60.643666",77.6,5300000,68298,56.857190,60.643666
Свердловская область;Екатеринбург;район Чкаловский;ул. Гастелло;д.1,район Чкаловский,ул. Гастелло,д.1,"56.785808,60.645992",78.0,5300000,67948,56.785808,60.645992
Свердловская область;Екатеринбург;район Орджоникидзевский;ул. Восстания;д.91,район Орджоникидзевский,ул. Восстания,д.91,"56.904743,60.596980",78.2,5300000,67774,56.904743,60.596980
Свердловская область;Екатеринбург;район Октябрьский;Компрессорный мкр;ул. Прибалтийская;д.11,Компрессорный мкр,ул. Прибалтийская,д.11,"56.788939,60.782644",102.2,5300000,51859,56.788939,60.782644
Свердловская область;Екатеринбург;район Орджоникидзевский;Эльмаш мкр;ул. Стачек;д.70,Эльмаш мкр,ул. Стачек,д.70,"56.898874,60.616932",71.9,5320000,73991,56.898874,60.616932
Свердловская область;Екатеринбург;район Ленинский;ул. Шейнкмана;д.122,район Ленинский,ул. Шейнкмана,д.122,"56.819582,60.590090",115.0,5384000,46817,56.819582,60.590090
Свердловская область;Екатеринбург;район Кировский;Пионерский мкр;ул. Вилонова;д.10,Пионерский мкр,ул. Вилонова,д.10,"56.865186,60.639075",89.7,5390000,60089,56.865186,60.639075
Свердловская область;Екатеринбург;район Кировский;Пионерский мкр;ул. Сулимова;д.6,Пионерский мкр,ул. Сулимова,д.6,"56.861269,60.649729",94.0,5390000,57340,56.861269,60.649729
Свердловская область;Екатеринбург;район Ленинский;ул. Фурманова;д.113,район Ленинский,ул. Фурманова,д.113,"56.813656,60.591725",78.0,5400000,69230,56.813656,60.591725
Свердловская область;Екатеринбург;район Орджоникидзевский;ул. Ильича;д.31,район Орджоникидзевский,ул. Ильича,д.31,"56.891421,60.599397",92.0,5450000,59239,56.891421,60.599397
Свердловская область;Екатеринбург;район Чкаловский;Вторчермет мкр;ул. Агрономическая;д.7,Вторчермет мкр,ул. Агрономическая,д.7,"56.783756,60.605416",92.4,5490000,59415,56.783756,60.605416
Свердловская область;Екатеринбург;район Орджоникидзевский;ул. Восстания;д.91,район Орджоникидзевский,ул. Восстания,д.91,"56.904743,60.596980",87.0,5550000,63793,56.904743,60.596980
Свердловская область;Екатеринбург;район Верх-Исетский;ул. Радищева;д.63,район Верх-Исетский,ул. Радищева,д.63,"56.826449,60.577595",88.8,5550000,62500,56.826449,60.577595
Свердловская область;Екатеринбург;район Верх-Исетский;ул. Викулова;д.59к2,район Верх-Исетский,ул. Викулова,д.59к2,"56.822626,60.543728",90.6,5600000,61810,56.822626,60.543728
Свердловская область;Екатеринбург;район Кировский;Первомайская ул.;д.76,район Кировский,Первомайская ул.,д.76,"56.844968,60.640558",80.0,5600000,70000,56.844968,60.640558
Свердловская область;Екатеринбург;район Октябрьский;ул. Декабристов;д.7,район Октябрьский,ул. Декабристов,д.7,"56.825400,60.634476",77.0,5600000,72727,56.825400,60.634476
Свердловская область;Екатеринбург;район Октябрьский;ул. Декабристов;д.16к18б,район Октябрьский,ул. Декабристов,д.16к18б,"56.825139,60.620849",94.6,5600000,59196,56.825139,60.620849
Свердловская область;Екатеринбург;район Верх-Исетский;ул. Металлургов;д.44,район Верх-Исетский,ул. Металлургов,д.44,"56.828626,60.532005",97.0,5600000,57731,56.828626,60.532005
Свердловская область;Екатеринбург;район Орджоникидзевский;бул. Культуры;д.25,район Орджоникидзевский,бул. Культуры,д.25,"56.890693,60.574900",87.0,5600000,64367,56.890693,60.574900
Свердловская область;Екатеринбург;район Верх-Исетский;Московская ул.;д.58,район Верх-Исетский,Московская ул.,д.58,"56.823617,60.585446",74.0,5699000,77013,56.823617,60.585446
Свердловская область;Екатеринбург;район Чкаловский;ул. Крестинского;д.35,район Чкаловский,ул. Крестинского,д.35,"56.789974,60.617435",70.0,5650000,80714,56.789974,60.617435
Свердловская область;Екатеринбург;район Орджоникидзевский;ул. Ильича;д.31,район Орджоникидзевский,ул. Ильича,д.31,"56.891421,60.599397",92.0,5700000,61956,56.891421,60.599397
Свердловская область;Екатеринбург;район Чкаловский;ул. Крестинского;д.49к2,район Чкаловский,ул. Крестинского,д.49к2,"56.790526,60.630532",85.0,5700000,67058,56.790526,60.630532
Свердловская область;Екатеринбург;район Ленинский;Академический мкр;ул. Павла Шаманова,район Ленинский,Академический мкр,ул. Павла Шаманова,"56.784522,60.521515",78.5,4350000,55414,56.784522,60.521515
Свердловская область;Екатеринбург;район Ленинский;Академический мкр;ул. Павла Шаманова,район Ленинский,Академический мкр,ул. Павла Шаманова,"56.785161,60.521739",71.6,4350000,60754,56.785161,60.521739
Свердловская область;Екатеринбург;район Ленинский;Академический мкр;ул. Павла Шаманова,район Ленинский,Академический мкр,ул. Павла Шаманова,"56.784522,60.521515",75.5,4350000,57615,56.784522,60.521515
Свердловская область;Екатеринбург;район Кировский;Советская ул.;д.56,район Кировский,Советская ул.,д.56,"56.856392,60.642040",63.9,4399000,68841,56.856392,60.642040
Свердловская область;Екатеринбург;район Верх-Исетский;Академический мкр;просп. Академика Сахарова,район Верх-Исетский,Академический мкр,просп. Академика Сахарова,"56.787558,60.507216",80.0,4401100,55000,56.787558,60.507216
Свердловская область;Екатеринбург;район Верх-Исетский;Академический мкр;просп. Академика Сахарова,район Верх-Исетский,Академический мкр,просп. Академика Сахарова,"56.787558,60.507216",78.9,4421200,56071,56.787558,60.507216
Свердловская область;Екатеринбург;район Ленинский;Академический мкр;ул. Павла Шаманова,район Ленинский,Академический мкр,ул. Павла Шаманова,"56.784827,60.522172",78.4,4400000,56122,56.784827,60.522172
Свердловская область;Екатеринбург;район Ленинский;Академический мкр;ул. Павла Шаманова,район Ленинский,Академический мкр,ул. Павла Шаманова,"56.784827,60.522172",74.1,4450000,60053,56.784827,60.522172
Свердловская область;Екатеринбург;район Чкаловский;ул. Патриотов;д.6к4,район Чкаловский,ул. Патриотов,д.6к4,"56.781006,60.673269",73.5,4496912,61182,56.781006,60.673269
Свердловская область;Екатеринбург;район Ленинский;просп. Ленина;д.36,район Ленинский,просп. Ленина,д.36,"56.838573,60.609135",75.6,4500000,59523,56.838573,60.609135
Свердловская область;Екатеринбург;район Кировский;Пионерский мкр;ул. Уральская;д.65,Пионерский мкр,ул. Уральская,д.65,"56.855949,60.634970",62.5,4500000,72000,56.855949,60.634970
Свердловская область;Екатеринбург;район Кировский;ул. Блюхера;д.99,район Кировский,ул. Блюхера,д.99,"56.865235,60.667920",73.4,4534966,61784,56.865235,60.667920
Свердловская область;Екатеринбург;район Железнодорожный;Старая Сортировка мкр;ул. Дружининская;д.5Б,Старая Сортировка мкр,ул. Дружининская,д.5Б,"56.885200,60.505523",76.0,4500000,59210,56.885200,60.505523
Свердловская область;Екатеринбург;район Кировский;ул. Блюхера;д.99,район Кировский,ул. Блюхера,д.99,"56.865235,60.667920",75.7,4598416,60745,56.865235,60.667920
Свердловская область;Екатеринбург;район Ленинский;Академический мкр;просп. Академика Сахарова;д.37,Академический мкр,просп. Академика Сахарова,д.37,"56.778135,60.527720",77.7,4599400,59194,56.778135,60.527720
Свердловская область;Екатеринбург;район Чкаловский;ул. Патриотов;д.6к4,район Чкаловский,ул. Патриотов,д.6к4,"56.781006,60.673269",83.5,4598744,55074,56.781006,60.673269
Свердловская область;Екатеринбург;район Чкаловский;ул. 8 Марта,Екатеринбург,район Чкаловский,ул. 8 Марта,"56.792054,60.610382",64.1,4584400,71530,56.792054,60.610382
Свердловская область;Екатеринбург;район Железнодорожный;ул. Челюскинцев;д.60,район Железнодорожный,ул. Челюскинцев,д.60,"56.849827,60.593944",62.6,4550000,72683,56.849827,60.593944
Свердловская область;Екатеринбург;район Верх-Исетский;ул. Евгения Савкова,Екатеринбург,район Верх-Исетский,ул. Евгения Савкова,"56.790369,60.487700",83.2,4590000,55168,56.790369,60.487700
Свердловская область;Екатеринбург;район Чкаловский;Дорожная ул.;д.17,район Чкаловский,Дорожная ул.,д.17,"56.774096,60.592004",62.0,4595000,74112,56.774096,60.592004
Свердловская область;Екатеринбург;район Верх-Исетский;Заводская ул.;д.9,район Верх-Исетский,Заводская ул.,д.9,"56.836825,60.554239",74.7,4560000,61044,56.836825,60.554239
Свердловская область;Екатеринбург;район Верх-Исетский;ул. Евгения Савкова,Екатеринбург,район Верх-Исетский,ул. Евгения Савкова,"56.790369,60.487700",83.8,4610000,55011,56.790369,60.487700
Свердловская область;Екатеринбург;район Октябрьский;ул. Белинского;д.165Б,район Октябрьский,ул. Белинского,д.165Б,"56.803702,60.627846",75.4,4602838,61045,56.803702,60.627846
Свердловская область;Екатеринбург;район Железнодорожный;просп. Космонавтов;д.11к1,район Железнодорожный,просп. Космонавтов,д.11к1,"56.866854,60.608111",71.3,4627370,64900,56.866854,60.608111
Свердловская область;Екатеринбург;район Верх-Исетский;ул. Евгения Савкова,Екатеринбург,район Верх-Исетский,ул. Евгения Савкова,"56.794223,60.498068",91.1,4644060,51000,56.794223,60.498068
Свердловская область;Екатеринбург;район Ленинский;Академический мкр;ул. Павла Шаманова,район Ленинский,Академический мкр,ул. Павла Шаманова,"56.784827,60.522172",74.6,4200000,56300,56.784827,60.522172
Свердловская область;Екатеринбург;район Железнодорожный;просп. Космонавтов;д.11к2,район Железнодорожный,просп. Космонавтов,д.11к2,"56.866859,60.609503",71.8,4286460,59700,56.866859,60.609503
Свердловская область;Екатеринбург;район Верх-Исетский;Академический мкр;просп. Академика Сахарова,район Верх-Исетский,Академический мкр,просп. Академика Сахарова,"56.788043,60.503804",72.2,4334400,60000,56.788043,60.503804
Свердловская область;Екатеринбург;район Кировский;ул. Владимира Высоцкого;д.2,район Кировский,ул. Владимира Высоцкого,д.2,"56.840542,60.672223",63.7,4300000,67503,56.840542,60.672223
Свердловская область;Екатеринбург;район Верх-Исетский;ул. Евгения Савкова,Екатеринбург,район Верх-Исетский,ул. Евгения Савкова,"56.790369,60.487700",81.2,4480000,55172,56.790369,60.487700
Свердловская область;Екатеринбург;район Верх-Исетский;ул. Репина;д.84,район Верх-Исетский,ул. Репина,д.84,"56.819627,60.543396",63.4,4490000,70820,56.819627,60.543396
Свердловская область;Екатеринбург;район Октябрьский;Онежская ул.;д.12,район Октябрьский,Онежская ул.,д.12,"56.799296,60.639345",60.4,4450000,73675,56.799296,60.639345
Свердловская область;Екатеринбург;район Кировский;ЖБИ мкр;бул. Сиреневый;д.4к1,ЖБИ мкр,бул. Сиреневый,д.4к1,"56.833821,60.683371",67.3,4500000,66864,56.833821,60.683371
Свердловская область;Екатеринбург;район Чкаловский;ул. Счастливая,Екатеринбург,район Чкаловский,ул. Счастливая,"56.749519,60.564728",70.9,4523400,63799,56.749519,60.564728
Свердловская область;Екатеринбург;район Верх-Исетский;ул. Готвальда;д.15,район Верх-Исетский,ул. Готвальда,д.15,"56.851239,60.568180",63.6,4500000,70754,56.851239,60.568180
Свердловская область;Екатеринбург;район Кировский;Пионерский мкр;ул. Сулимова,район Кировский,Пионерский мкр,ул. Сулимова,"56.859832,60.650756",61.8,4613264,74600,56.859832,60.650756
Свердловская область;Екатеринбург;район Железнодорожный;ул. Якова Свердлова;д.30,район Железнодорожный,ул. Якова Свердлова,д.30,"56.850924,60.606745",75.0,4798000,63973,56.850924,60.606745
Свердловская область;Екатеринбург;район Орджоникидзевский;Симбирский пер.,Екатеринбург,район Орджоникидзевский,Симбирский пер.,"56.897178,60.583181",60.0,4803560,80099,56.897178,60.583181
Свердловская область;Екатеринбург;район Верх-Исетский;Ухтомская ул.;д.47,район Верх-Исетский,Ухтомская ул.,д.47,"56.817528,60.543567",69.0,4870000,70579,56.817528,60.543567
Свердловская область;Екатеринбург;район Орджоникидзевский;Эльмаш мкр;ул. Ульяновская;д.11,Эльмаш мкр,ул. Ульяновская,д.11,"56.901562,60.629329",73.0,4900000,67123,56.901562,60.629329
Свердловская область;Екатеринбург;район Железнодорожный;Красный пер.;д.12,район Железнодорожный,Красный пер.,д.12,"56.848517,60.598948",58.0,4900000,84482,56.848517,60.598948
Свердловская область;Екатеринбург;район Чкаловский;ул. Гастелло;д.25,район Чкаловский,ул. Гастелло,д.25,"56.782927,60.647289",79.3,4990000,62925,56.782927,60.647289
Свердловская область;Екатеринбург;район Верх-Исетский;Заводская ул.,Екатеринбург,район Верх-Исетский,Заводская ул.,"56.822203,60.550899",77.0,5082000,66000,56.822203,60.550899
Свердловская область;Екатеринбург;район Ленинский;ул. Чкалова;д.231,район Ленинский,ул. Чкалова,д.231,"56.786232,60.547366",83.0,5150000,62048,56.786232,60.547366
Свердловская область;Екатеринбург;район Орджоникидзевский;Эльмаш мкр;ул. Шефская;д.108,Эльмаш мкр,ул. Шефская,д.108,"56.906900,60.621666",85.0,5190000,61058,56.906900,60.621666
Свердловская область;Екатеринбург;район Ленинский;ул. Краснолесья,Екатеринбург,район Ленинский,ул. Краснолесья,"56.784661,60.538231",84.5,5361300,63417,56.784661,60.538231
Свердловская область;Екатеринбург;район Чкаловский;Вторчермет мкр;пер. Сызранский;д.17,Вторчермет мкр,пер. Сызранский,д.17,"56.771018,60.607149",75.1,5350000,71238,56.771018,60.607149
Свердловская область;Екатеринбург;район Чкаловский;Миасская ул.;д.22,район Чкаловский,Миасская ул.,д.22,"56.786289,60.651010",82.7,5440000,65787,56.786289,60.651010
Свердловская область;Екатеринбург;район Верх-Исетский;Опалихинская ул.,Екатеринбург,район Верх-Исетский,Опалихинская ул.,"56.852402,60.562387",74.9,5456565,72900,56.852402,60.562387
Свердловская область;Екатеринбург;район Кировский;Пионерский мкр;ул. Ирбитская,район Кировский,Пионерский мкр,ул. Ирбитская,"56.861891,60.656715",100.4,5670000,56485,56.861891,60.656715
Свердловская область;Екатеринбург;район Верх-Исетский;ул. Евгения Савкова,Екатеринбург,район Верх-Исетский,ул. Евгения Савкова,"56.790369,60.487700",89.9,5680000,63181,56.790369,60.487700
Свердловская область;Екатеринбург;район Ленинский;Юго-Западный мкр;ул. Шаумяна,район Ленинский,Юго-Западный мкр,ул. Шаумяна,"56.808243,60.588460",67.3,5670000,84249,56.808243,60.588460
Свердловская область;Екатеринбург;район Кировский;ул. Владимира Высоцкого;д.1,район Кировский,ул. Владимира Высоцкого,д.1,"56.843608,60.674976",80.2,5729300,71437,56.843608,60.674976
