address,district,street,house_number,coords,area,full_price,weighted_price,lat,lon
Москва;район Даниловский;ул. Серпуховский Вал;д.21к4,район Даниловский,ул. Серпуховский Вал,д.21к4,"55.710692,37.607448",131.0,41800000,319083,55.710692,37.607448
Москва;район Щукино;ул. Расплетина;д.21,район Щукино,ул. Расплетина,д.21,"55.798257,37.481990",120.0,44500000,370833,55.798257,37.481990
Москва;район Щукино;Авиационная ул.;д.79А,район Щукино,Авиационная ул.,д.79А,"55.809085,37.448482",125.0,45000000,360000,55.809085,37.448482
Москва;район Щукино;Авиационная ул.;д.79А,район Щукино,Авиационная ул.,д.79А,"55.809085,37.448482",156.0,49900000,319871,55.809085,37.448482
Москва;район Раменки;Мичуринский просп.;д.5,район Раменки,Мичуринский просп.,д.5,"55.702906,37.511508",130.0,52000000,400000,55.702906,37.511508
Москва;район Аэропорт;Кочновский проезд;д.4к2,район Аэропорт,Кочновский проезд,д.4к2,"55.806530,37.545995",149.0,59500000,399328,55.806530,37.545995
Москва;район Покровское-Стрешнево;Береговая ул.;д.4К3,район Покровское-Стрешнево,Береговая ул.,д.4К3,"55.828941,37.468784",160.0,62000000,387500,55.828941,37.468784
Москва;район Покровское-Стрешнево;Береговая ул.;д.4К3,район Покровское-Стрешнево,Береговая ул.,д.4К3,"55.828941,37.468784",160.0,62000000,387500,55.828941,37.468784
Москва;район Таганский;ул. Большие Каменщики;д.2,район Таганский,ул. Большие Каменщики,д.2,"55.738764,37.652777",160.0,74000000,462500,55.738764,37.652777
Москва;район Останкинский;ул. Академика Королева;д.10,район Останкинский,ул. Академика Королева,д.10,"55.822822,37.620106",140.0,83000000,592857,55.822822,37.620106
Москва;район Хамовники;Трубецкая ул.;д.12,район Хамовники,Трубецкая ул.,д.12,"55.727004,37.574552",92.0,95000000,1032608,55.727004,37.574552
Москва;район Замоскворечье;Озерковская наб.;д.52А,район Замоскворечье,Озерковская наб.,д.52А,"55.733863,37.640372",127.0,97000000,763779,55.733863,37.640372
Москва;Сосенское поселение;район Сосенское;ул. Василия Ощепкова;д.6,район Сосенское,ул. Василия Ощепкова,д.6,"55.555000,37.467221",54.0,9000000,166666,55.555000,37.467221
Москва;район Некрасовка;Покровская ул.;д.12,район Некрасовка,Покровская ул.,д.12,"55.699030,37.938711",88.2,10009240,113483,55.699030,37.938711
Москва;район Отрадное;Нововладыкинский проезд;д.1к2,район Отрадное,Нововладыкинский проезд,д.1к2,"55.850368,37.578181",58.5,11255000,192393,55.850368,37.578181
Москва;район Северное Медведково;Широкая ул.;д.30,район Северное Медведково,Широкая ул.,д.30,"55.885963,37.678460",67.7,11360000,167799,55.885963,37.678460
Москва;район Южное Бутово;ул. Поляны;д.5,район Южное Бутово,ул. Поляны,д.5,"55.557592,37.554690",85.4,13029000,152564,55.557592,37.554690
Москва;район Донской;Духовской пер.;д.17С15,район Донской,Духовской пер.,д.17С15,"55.703880,37.615991",68.0,13500000,198529,55.703880,37.615991
Москва;район Рязанский;ул. Федора Полетаева;д.15А,район Рязанский,ул. Федора Полетаева,д.15А,"55.709779,37.783770",75.6,13800000,182636,55.709779,37.783770
Москва;район Отрадное;Нововладыкинский проезд;д.1к2,район Отрадное,Нововладыкинский проезд,д.1к2,"55.850368,37.578181",80.8,14580000,180445,55.850368,37.578181
Москва;пос. Коммунарка;район Сосенское;ул. Липовый Парк;д.4к3,район Сосенское,ул. Липовый Парк,д.4к3,"55.571093,37.491718",106.0,15000000,141509,55.571093,37.491718
Москва;район Соколиная гора;просп. Буденного;д.51к5,район Соколиная гора,просп. Буденного,д.51к5,"55.759279,37.738899",92.8,17603000,189687,55.759279,37.738899
Москва;район Ростокино;просп. Мира;д.188Бк4,район Ростокино,просп. Мира,д.188Бк4,"55.834568,37.659622",108.8,17850000,164062,55.834568,37.659622
Москва;район Нагатино-Садовники;1-й Нагатинский проезд;д.11к1,район Нагатино-Садовники,1-й Нагатинский проезд,д.11к1,"55.678707,37.634631",113.8,17800000,156414,55.678707,37.634631
Москва;район Нагатино-Садовники;1-й Нагатинский проезд;д.11к1,район Нагатино-Садовники,1-й Нагатинский проезд,д.11к1,"55.678707,37.634631",110.4,17800000,161231,55.678707,37.634631
Москва;район Щукино;Авиационная ул.;д.77,район Щукино,Авиационная ул.,д.77,"55.807982,37.450845",130.0,41990000,323000,55.807982,37.450845
Москва;район Щукино;Авиационная ул.;д.77,район Щукино,Авиационная ул.,д.77,"55.807982,37.450845",130.0,41990000,323000,55.807982,37.450845
Москва;район Даниловский;ул. Серпуховский Вал;д.21к1,район Даниловский,ул. Серпуховский Вал,д.21к1,"55.710809,37.610404",128.0,42000000,328125,55.710809,37.610404
Москва;район Пресненский;ул. Сергея Макеева;д.9к4,район Пресненский,ул. Сергея Макеева,д.9к4,"55.761771,37.549184",96.0,42900000,446875,55.761771,37.549184
Москва;район Щукино;Авиационная ул.;д.77,район Щукино,Авиационная ул.,д.77,"55.807982,37.450845",127.0,43500000,342519,55.807982,37.450845
Москва;район Замоскворечье;Серпуховский пер.;д.7С1,район Замоскворечье,Серпуховский пер.,д.7С1,"55.725524,37.624247",103.1,45000000,436469,55.725524,37.624247
Москва;район Даниловский;ул. Серпуховский Вал;д.21к2,район Даниловский,ул. Серпуховский Вал,д.21к2,"55.710961,37.609227",140.0,47000000,335714,55.710961,37.609227
Москва;район Тверской;Большая Бронная ул.;д.27/4,район Тверской,Большая Бронная ул.,д.27/4,"55.764141,37.602570",89.0,48000000,539325,55.764141,37.602570
Москва;район Проспект Вернадского;Ленинский просп.;д.114,район Проспект Вернадского,Ленинский просп.,д.114,"55.668787,37.511930",149.0,49500000,332214,55.668787,37.511930
Москва;район Беговой;ул. 3-я Ямского Поля;д.9,район Беговой,ул. 3-я Ямского Поля,д.9,"55.781626,37.580894",93.0,49990000,537526,55.781626,37.580894
Москва;район Замоскворечье;Пятницкая ул.;д.57С2,район Замоскворечье,Пятницкая ул.,д.57С2,"55.733787,37.627894",120.0,51000000,425000,55.733787,37.627894
Москва;район Раменки;Мичуринский просп.;д.5,район Раменки,Мичуринский просп.,д.5,"55.702906,37.511508",130.0,52000000,400000,55.702906,37.511508
Москва;район Хорошевский;Чапаевский пер.;д.3,район Хорошевский,Чапаевский пер.,д.3,"55.798480,37.520671",130.0,53000000,407692,55.798480,37.520671
Москва;район Щукино;Авиационная ул.;д.79К1,район Щукино,Авиационная ул.,д.79К1,"55.806504,37.449866",140.0,52900000,377857,55.806504,37.449866
Москва;район Гагаринский;Ломоносовский просп.;д.7К5,район Гагаринский,Ломоносовский просп.,д.7К5,"55.684594,37.545510",145.0,55000000,379310,55.684594,37.545510
Москва;район Тропарево-Никулино;просп. Вернадского;д.94к5,район Тропарево-Никулино,просп. Вернадского,д.94к5,"55.652197,37.473042",115.0,55000000,478260,55.652197,37.473042
Москва;район Останкинский;ул. Академика Королева;д.10,район Останкинский,ул. Академика Королева,д.10,"55.822822,37.620106",138.0,59000000,427536,55.822822,37.620106
Москва;район Хорошевский;Чапаевский пер.;д.3,район Хорошевский,Чапаевский пер.,д.3,"55.798480,37.520671",130.0,59800000,460000,55.798480,37.520671
Москва;район Раменки;Мосфильмовская ул.;д.8,район Раменки,Мосфильмовская ул.,д.8,"55.723237,37.527903",138.0,59900000,434057,55.723237,37.527903
Москва;район Хамовники;ул. Ефремова;д.10к1,район Хамовники,ул. Ефремова,д.10к1,"55.725331,37.573717",83.0,66500000,801204,55.725331,37.573717
Москва;район Раменки;Воробьевское ш.;д.4С1,район Раменки,Воробьевское ш.,д.4С1,"55.727886,37.536356",118.0,68000000,576271,55.727886,37.536356
Москва;район Мещанский;Трубная пл.;д.2,район Мещанский,Трубная пл.,д.2,"55.766491,37.622333",156.0,69000000,442307,55.766491,37.622333
Москва;район Раменки;Минская ул.;д.1А,район Раменки,Минская ул.,д.1А,"55.718872,37.499893",126.0,79000000,626984,55.718872,37.499893
Москва;район Раменки;Минская ул.;д.2,район Раменки,Минская ул.,д.2,"55.716037,37.503998",121.6,79000000,649671,55.716037,37.503998
Москва;район Якиманка;ул. Малая Полянка;д.2,район Якиманка,ул. Малая Полянка,д.2,"55.736883,37.617105",95.0,79000000,831578,55.736883,37.617105
Москва;район Хамовники;Трубецкая ул.;д.12,район Хамовники,Трубецкая ул.,д.12,"55.727004,37.574552",70.4,38000000,539466,55.727004,37.574552
Москва;район Покровское-Стрешнево;Ленинградское ш.;д.23к1,район Покровское-Стрешнево,Ленинградское ш.,д.23к1,"55.824693,37.484424",78.6,43950000,559160,55.824693,37.484424
Москва;район Раменки;Воробьевское ш.;д.4С1,район Раменки,Воробьевское ш.,д.4С1,"55.727886,37.536356",62.0,45500000,733870,55.727886,37.536356
Москва;район Хамовники;Погодинская ул.;д.4,район Хамовники,Погодинская ул.,д.4,"55.734973,37.571013",63.0,46000000,730158,55.734973,37.571013
Москва;пос. Рогово;район Роговское,unknown,unknown,unknown,"55.214292,37.071339",38.0,2350000,61842,55.214292,37.071339
Москва;Филимонковское поселение;район Филимонковское;Цветочные Поляны ЖК,Филимонковское поселение,район Филимонковское,Цветочные Поляны ЖК,"55.557750,37.310308",22.0,2450000,111363,55.557750,37.310308
Москва;Филимонковское поселение;район Филимонковское;Цветочные Поляны ЖК,Филимонковское поселение,район Филимонковское,Цветочные Поляны ЖК,"55.557750,37.310308",31.0,2750000,88709,55.557750,37.310308
Москва;район Алексеевский;Ярославская ул.;д.10к5,район Алексеевский,Ярославская ул.,д.10к5,"55.819049,37.648798",17.4,3079800,177000,55.819049,37.648798
Москва;Десеновское поселение;район Десёновское;Кленовые Аллеи ЖК,Десеновское поселение,район Десёновское,Кленовые Аллеи ЖК,"55.508870,37.342391",22.5,3112000,138557,55.508870,37.342391
Москва;Десеновское поселение;район Десёновское;Кленовые Аллеи ЖК;д.к10,район Десёновское,Кленовые Аллеи ЖК,д.к10,"55.508870,37.342391",22.4,3100000,138269,55.508870,37.342391
Москва;Десеновское поселение;район Десёновское;Кленовые Аллеи ЖК;д.к9,район Десёновское,Кленовые Аллеи ЖК,д.к9,"55.509352,37.345400",29.9,3184000,106559,55.509352,37.345400
Москва;район Останкинский;Березовая аллея;д.19Ас1,район Останкинский,Березовая аллея,д.19Ас1,"55.850929,37.623027",24.0,3300000,137500,55.850929,37.623027
Москва;Десеновское поселение;район Десёновское;Кленовые Аллеи ЖК,Десеновское поселение,район Десёновское,Кленовые Аллеи ЖК,"55.508870,37.342391",29.2,3319000,113664,55.508870,37.342391
Москва;Десеновское поселение;район Десёновское;Кленовые Аллеи ЖК;д.к9,район Десёновское,Кленовые Аллеи ЖК,д.к9,"55.508952,37.343389",23.4,3314000,141805,55.508952,37.343389
Москва;район Таганский;Нижегородская ул.;д.32С3,район Таганский,Нижегородская ул.,д.32С3,"55.736995,37.690489",14.1,3575224,252844,55.736995,37.690489
Москва;Десеновское поселение;пос. Ватутинки;район Десёновское;ул. 4-я Ватутинская;д.вл6,район Десёновское,ул. 4-я Ватутинская,д.вл6,"55.508305,37.334441",35.0,3600000,102857,55.508305,37.334441
Москва;Десеновское поселение;район Десёновское;Кленовые Аллеи ЖК,Десеновское поселение,район Десёновское,Кленовые Аллеи ЖК,"55.508870,37.342391",34.9,3700000,106077,55.508870,37.342391
Москва;район Лосиноостровский;Тайнинская ул.;д.11,район Лосиноостровский,Тайнинская ул.,д.11,"55.883376,37.682214",43.6,3830480,87935,55.883376,37.682214
Москва;район Лосиноостровский;Нормандия ЖК,unknown,unknown,unknown,"55.882793,37.682880",28.0,3830000,136785,55.882793,37.682880
Москва;Краснопахорское поселение;с. Былово;район Краснопахорское;д.5,с. Былово,район Краснопахорское,д.5,"55.447622,37.244969",34.5,3850000,111594,55.447622,37.244969
Москва;Сосенское поселение;д. Столбово;район Сосенское;Южное Бунино ЖК,д. Столбово,район Сосенское,Южное Бунино ЖК,"55.541750,37.457231",36.0,3935000,109305,55.541750,37.457231
Москва;Сосенское поселение;д. Столбово;район Сосенское;Южное Бунино ЖК;д.к2,район Сосенское,Южное Бунино ЖК,д.к2,"55.540272,37.453774",35.2,3930000,111647,55.540272,37.453774
Москва;район Ярославский;Лосиноостровская ул.;д.45С20,район Ярославский,Лосиноостровская ул.,д.45С20,"55.849389,37.717015",35.4,3964000,111977,55.849389,37.717015
Москва;Сосенское поселение;д. Столбово;район Сосенское;Южное Бунино ЖК,д. Столбово,район Сосенское,Южное Бунино ЖК,"55.541750,37.457231",35.3,3955000,112039,55.541750,37.457231
Москва;район Бирюлево Восточное;6-я Радиальная ул.;д.вл7к28,район Бирюлево Восточное,6-я Радиальная ул.,д.вл7к28,"55.603873,37.651035",39.9,4000000,100175,55.603873,37.651035
Москва;район Алексеевский;просп. Мира;д.120,район Алексеевский,просп. Мира,д.120,"55.811771,37.639339",63.0,17300000,274603,55.811771,37.639339
Москва;район Пресненский;2-я Брестская ул.;д.43,район Пресненский,2-я Брестская ул.,д.43,"55.774583,37.583841",59.0,17300000,293220,55.774583,37.583841
Москва;район Филевский парк;Береговой проезд;д.5к2,район Филевский парк,Береговой проезд,д.5к2,"55.756386,37.508840",70.0,17500000,250000,55.756386,37.508840
Москва;район Басманный;Нижняя Красносельская ул.;д.35,район Басманный,Нижняя Красносельская ул.,д.35,"55.775753,37.671938",52.3,17636321,337214,55.775753,37.671938
Москва;район Войковский;Ленинградское ш.;д.25к2,район Войковский,Ленинградское ш.,д.25к2,"55.827671,37.487559",74.5,17990000,241476,55.827671,37.487559
Москва;район Дорогомилово;Кутузовский просп.;д.5/3,район Дорогомилово,Кутузовский просп.,д.5/3,"55.749846,37.567051",56.0,18000000,321428,55.749846,37.567051
Москва;район Красносельский;Басманный пер.;д.5,район Красносельский,Басманный пер.,д.5,"55.771206,37.658212",74.0,18200000,245945,55.771206,37.658212
Москва;район Беговой;Ленинградский просп.;д.вл31,район Беговой,Ленинградский просп.,д.вл31,"55.784977,37.561940",70.0,18500000,264285,55.784977,37.561940
Москва;район Южное Тушино;бул. Яна Райниса;д.31,район Южное Тушино,бул. Яна Райниса,д.31,"55.848559,37.419045",95.0,18681000,196642,55.848559,37.419045
Москва;район Пресненский;Садовая-Кудринская ул.;д.32С2,район Пресненский,Садовая-Кудринская ул.,д.32С2,"55.765225,37.590524",60.8,19000000,312500,55.765225,37.590524
Москва;район Филевский парк;Береговой проезд;д.5Ак1,район Филевский парк,Береговой проезд,д.5Ак1,"55.754968,37.509262",60.0,19000000,316666,55.754968,37.509262
Москва;район Филевский парк;Береговой проезд;д.5к2,район Филевский парк,Береговой проезд,д.5к2,"55.756386,37.508840",70.0,18850000,269285,55.756386,37.508840
Москва;район Басманный;Нижняя Красносельская ул.;д.35С50,район Басманный,Нижняя Красносельская ул.,д.35С50,"55.774634,37.673951",52.0,18900000,363461,55.774634,37.673951
Москва;район Южнопортовый;ул. Сайкина;д.19,район Южнопортовый,ул. Сайкина,д.19,"55.704184,37.668794",75.0,19999999,266666,55.704184,37.668794
Москва;район Хорошевский;ул. Викторенко;д.вл11,район Хорошевский,ул. Викторенко,д.вл11,"55.795444,37.526896",53.6,20130000,375559,55.795444,37.526896
Москва;район Беговой;Ленинградский просп.;д.29к3,район Беговой,Ленинградский просп.,д.29к3,"55.784303,37.562775",80.0,20000000,250000,55.784303,37.562775
Москва;район Черемушки;ул. Наметкина;д.18,район Черемушки,ул. Наметкина,д.18,"55.659571,37.560071",93.0,20029100,215366,55.659571,37.560071
Москва;район Кунцево;Жилой Достояние кв-л,unknown,unknown,unknown,"55.741717,37.419537",68.0,20000000,294117,55.741717,37.419537
Москва;район Кунцево;Ярцевская ул.;д.27к1,район Кунцево,Ярцевская ул.,д.27к1,"55.741738,37.416691",62.0,20500000,330645,55.741738,37.416691
Москва;район Тверской;Старопименовский пер.;д.6,район Тверской,Старопименовский пер.,д.6,"55.768815,37.601376",52.0,20481630,393877,55.768815,37.601376
Москва;район Тверской;Старопименовский пер.;д.6,район Тверской,Старопименовский пер.,д.6,"55.768815,37.601376",53.0,20481630,386445,55.768815,37.601376
Москва;район Пресненский;Шмитовский проезд;д.16С2,район Пресненский,Шмитовский проезд,д.16С2,"55.758073,37.547144",62.0,20500000,330645,55.758073,37.547144
Москва;район Измайлово;Измайловский проезд;д.10к2,район Измайлово,Измайловский проезд,д.10к2,"55.794107,37.770223",75.0,20700000,276000,55.794107,37.770223
Москва;район Раменки;Мосфильмовская ул.;д.88к2с6,район Раменки,Мосфильмовская ул.,д.88к2с6,"55.705488,37.493308",50.0,21000000,420000,55.705488,37.493308
Москва;район Обручевский;Ленинский просп.;д.111к1,район Обручевский,Ленинский просп.,д.111к1,"55.661328,37.509343",75.0,21500000,286666,55.661328,37.509343
Москва;район Пресненский;Ходынская ул.;д.2,район Пресненский,Ходынская ул.,д.2,"55.770806,37.564212",70.8,22100000,312146,55.770806,37.564212
Москва;район Хорошевский;ул. Авиаконструктора Сухого;д.2к1,район Хорошевский,ул. Авиаконструктора Сухого,д.2к1,"55.786313,37.542428",82.1,23100000,281364,55.786313,37.542428
Москва;район Проспект Вернадского;ул. Удальцова;д.27,район Проспект Вернадского,ул. Удальцова,д.27,"55.674174,37.509792",65.3,23500000,359877,55.674174,37.509792
Москва;район Раменки;Мосфильмовская ул.;д.88к2с5,район Раменки,Мосфильмовская ул.,д.88к2с5,"55.704935,37.492105",79.7,23900000,299874,55.704935,37.492105
Москва;район Раменки;Мичуринский просп.;д.34,район Раменки,Мичуринский просп.,д.34,"55.698285,37.497872",85.0,27500000,323529,55.698285,37.497872
Москва;район Раменки;Мосфильмовская ул.;д.88к2с5,район Раменки,Мосфильмовская ул.,д.88к2с5,"55.704935,37.492105",80.0,28500000,356250,55.704935,37.492105
Москва;район Тропарево-Никулино;просп. Вернадского;д.94к4,район Тропарево-Никулино,просп. Вернадского,д.94к4,"55.652999,37.471740",66.0,29400000,445454,55.652999,37.471740
Москва;район Беговой;Ленинградский просп.;д.15С28,район Беговой,Ленинградский просп.,д.15С28,"55.781509,37.570465",76.0,30000000,394736,55.781509,37.570465
Москва;район Раменки;Мосфильмовская ул.;д.88к2с4,район Раменки,Мосфильмовская ул.,д.88к2с4,"55.704093,37.493156",84.0,30500000,363095,55.704093,37.493156
Москва;район Обручевский;Ленинский просп.;д.111к1,район Обручевский,Ленинский просп.,д.111к1,"55.661328,37.509343",131.1,30500000,232646,55.661328,37.509343
Москва;район Пресненский;1-й Красногвардейский проезд;д.21с2,район Пресненский,1-й Красногвардейский проезд,д.21с2,"55.749380,37.534092",88.0,38820566,441142,55.749380,37.534092
Москва;район Хамовники;Пожарский пер.;д.10,район Хамовники,Пожарский пер.,д.10,"55.741683,37.601726",90.0,48000000,533333,55.741683,37.601726
Москва;район Пресненский;ул. Сергея Макеева;д.9к4,район Пресненский,ул. Сергея Макеева,д.9к4,"55.761771,37.549184",73.0,51500000,705479,55.761771,37.549184
Москва;район Хамовники;Комсомольский просп.;д.42С2,район Хамовники,Комсомольский просп.,д.42С2,"55.721731,37.572899",75.0,57770800,770277,55.721731,37.572899
Москва;район Алексеевский;Ярославская ул.;д.10к5,район Алексеевский,Ярославская ул.,д.10к5,"55.819049,37.648798",35.6,5518000,155000,55.819049,37.648798
Москва;район Некрасовка;Люберецкие Поля мкр;13-й кв-л;д.к6Б,Люберецкие Поля мкр,13-й кв-л,д.к6Б,"55.703139,37.950713",63.5,6571850,103493,55.703139,37.950713
Москва;район Царицыно;Кавказский бул.;д.9,район Царицыно,Кавказский бул.,д.9,"55.633170,37.671363",44.0,7099000,161340,55.633170,37.671363
Москва;район Теплый Стан;Профсоюзная ул.;д.136К2,район Теплый Стан,Профсоюзная ул.,д.136К2,"55.628988,37.511158",44.4,7900000,177927,55.628988,37.511158
Москва;район Котловка;Нагорная ул.;д.14К2,район Котловка,Нагорная ул.,д.14К2,"55.681468,37.605715",44.0,8500000,193181,55.681468,37.605715
Москва;район Братеево;Братеевская ул.;д.21,район Братеево,Братеевская ул.,д.21,"55.631519,37.752724",51.3,9250000,180311,55.631519,37.752724
Москва;район Бескудниковский;Дубнинская ул.;д.27К1,район Бескудниковский,Дубнинская ул.,д.27К1,"55.863707,37.565003",54.0,9500000,175925,55.863707,37.565003
Москва;район Солнцево;ул. Главмосстроя;д.7,район Солнцево,ул. Главмосстроя,д.7,"55.653888,37.407196",50.6,9750000,192687,55.653888,37.407196
Москва;район Южное Бутово;Старокрымская ул.;д.17,район Южное Бутово,Старокрымская ул.,д.17,"55.558641,37.559308",71.1,11742000,165147,55.558641,37.559308
Москва;район Черемушки;Новочеремушкинская ул.;д.58,район Черемушки,Новочеремушкинская ул.,д.58,"55.668386,37.563790",51.9,11886200,229021,55.668386,37.563790
Москва;район Даниловский;ул. Архитектора Щусева;д.1,район Даниловский,ул. Архитектора Щусева,д.1,"55.699954,37.637120",55.0,12000000,218181,55.699954,37.637120
Москва;район Солнцево;Производственная ул.;д.6С20,район Солнцево,Производственная ул.,д.6С20,"55.645126,37.390712",37.8,6250000,165343,55.645126,37.390712
Москва;район Митино;Муравская ул.;д.42к1,район Митино,Муравская ул.,д.42к1,"55.860746,37.372431",37.4,6200000,165819,55.860746,37.372431
Москва;Внуковское поселение;район Внуковское;ул. Омская;д.9,район Внуковское,ул. Омская,д.9,"55.619508,37.266672",39.0,6250000,160256,55.619508,37.266672
Москва;район Ховрино;ул. Дыбенко,unknown,unknown,unknown,"55.868183,37.483127",31.4,6303360,201000,55.868183,37.483127
Москва;Воскресенское поселение;район Воскресенское;проезд Чечерский;д.126к1,район Воскресенское,проезд Чечерский,д.126к1,"55.524324,37.511859",36.0,6300000,175000,55.524324,37.511859
Москва;район Можайский;ул. Кубинка;д.15К2,район Можайский,ул. Кубинка,д.15К2,"55.724023,37.404609",31.0,6300000,203225,55.724023,37.404609
Москва;Воскресенское поселение;район Воскресенское;проезд Чечерский;д.126к1,район Воскресенское,проезд Чечерский,д.126к1,"55.524324,37.511859",36.0,6300000,175000,55.524324,37.511859
Москва;Рязановское поселение;пос. Знамя Октября;район Рязановское;Родники мкр;д.8,район Рязановское,Родники мкр,д.8,"55.467489,37.544746",51.6,6380000,123739,55.467489,37.544746
Москва;район Хорошево-Мневники;ул. Народного Ополчения,unknown,unknown,unknown,"55.774036,37.474213",30.3,6363000,210000,55.774036,37.474213
Москва;район Бирюлево Восточное;Ягодная ул.;д.8к1,район Бирюлево Восточное,Ягодная ул.,д.8к1,"55.576793,37.673403",48.8,6392800,131000,55.576793,37.673403
Москва;район Бирюлево Восточное;Михневская ул.;д.8,район Бирюлево Восточное,Михневская ул.,д.8,"55.579811,37.671310",44.0,6380000,145000,55.579811,37.671310
Москва;район Солнцево;Боровское ш.;д.2Ак3,район Солнцево,Боровское ш.,д.2Ак3,"55.662285,37.424087",36.4,6482840,178100,55.662285,37.424087
Москва;район Ярославский;ул. Красная Сосна,unknown,unknown,unknown,"55.850043,37.683113",33.8,6425380,190100,55.850043,37.683113
Москва;район Братеево;ул. Борисовские Пруды;д.34К1,район Братеево,ул. Борисовские Пруды,д.34К1,"55.641854,37.763827",37.0,6450000,174324,55.641854,37.763827
Москва;район Восточное Измайлово;12-я Парковая ул.;д.5,район Восточное Измайлово,12-я Парковая ул.,д.5,"55.789644,37.810045",41.3,6484100,157000,55.789644,37.810045
Москва;Сосенское поселение;район Сосенское;Испанские кварталы ЖК;д.8к2,район Сосенское,Испанские кварталы ЖК,д.8к2,"55.593553,37.460556",39.0,6450000,165384,55.593553,37.460556
Москва;район Северное Бутово;Феодосийская ул.,unknown,unknown,unknown,"55.560316,37.579080",37.0,6480250,175000,55.560316,37.579080
Москва;район Бирюлево Восточное;Ягодная ул.;д.8к1,район Бирюлево Восточное,Ягодная ул.,д.8к1,"55.576793,37.673403",49.1,6432100,131000,55.576793,37.673403
Москва;район Северный;Дмитровское ш.;д.124А,район Северный,Дмитровское ш.,д.124А,"55.924845,37.548546",43.7,6472040,148000,55.924845,37.548546
Москва;район Бирюлево Восточное;Михневская ул.;д.8,район Бирюлево Восточное,Михневская ул.,д.8,"55.579811,37.671310",49.6,6497600,131000,55.579811,37.671310
Москва;район Теплый Стан;Ленинский просп.;д.127,район Теплый Стан,Ленинский просп.,д.127,"55.645893,37.477022",35.4,6400000,180790,55.645893,37.477022
Москва;район Южное Бутово;ул. Поляны,unknown,unknown,unknown,"55.553871,37.554841",40.9,6515370,159300,55.553871,37.554841
Москва;район Зябликово;ул. Мусы Джалиля;д.38К1,район Зябликово,ул. Мусы Джалиля,д.38К1,"55.617027,37.742860",38.6,6500000,168393,55.617027,37.742860
Москва;пос. Коммунарка;район Сосенское;бул. Скандинавский;д.4к2,район Сосенское,бул. Скандинавский,д.4к2,"55.566679,37.495923",45.0,6500000,144444,55.566679,37.495923
Москва;район Ростокино;просп. Мира;д.188Бк2,район Ростокино,просп. Мира,д.188Бк2,"55.835008,37.658338",34.3,6500000,189504,55.835008,37.658338
Москва;район Митино;Митинская ул.;д.16,район Митино,Митинская ул.,д.16,"55.842464,37.373302",29.4,5850000,198979,55.842464,37.373302
Москва;Зеленоград;район Крюково;просп. Георгиевский;д.37к1,район Крюково,просп. Георгиевский,д.37к1,"55.967397,37.152444",42.3,5926230,140100,55.967397,37.152444
Москва;район Северный;Дмитровское ш.;д.169К3,район Северный,Дмитровское ш.,д.169К3,"55.932344,37.542931",35.0,5999999,171428,55.932344,37.542931
Москва;район Солнцево;Производственная ул.;д.6С20,район Солнцево,Производственная ул.,д.6С20,"55.643526,37.389292",40.4,5979995,148019,55.643526,37.389292
Москва;район Гольяново;Щелковское ш.;д.57К3,район Гольяново,Щелковское ш.,д.57К3,"55.811482,37.791450",36.0,5990000,166388,55.811482,37.791450
Москва;район Гольяново;Щелковское ш.;д.85К1,район Гольяново,Щелковское ш.,д.85К1,"55.812069,37.816468",32.0,5990000,187187,55.812069,37.816468
Москва;район Митино;Муравская ул.;д.42к2,район Митино,Муравская ул.,д.42к2,"55.859610,37.372422",41.0,5900000,143902,55.859610,37.372422
Москва;район Солнцево;Производственная ул.;д.6С20,район Солнцево,Производственная ул.,д.6С20,"55.643526,37.389292",33.1,5935195,179311,55.643526,37.389292
Москва;район Солнцево;Производственная ул.;д.6С20,район Солнцево,Производственная ул.,д.6С20,"55.643526,37.389292",37.2,5919617,159129,55.643526,37.389292
Москва;район Теплый Стан;ул. Теплый Стан;д.21К4,район Теплый Стан,ул. Теплый Стан,д.21К4,"55.626660,37.481163",34.4,5900000,171511,55.626660,37.481163
Москва;район Митино;Муравская ул.;д.38к1,район Митино,Муравская ул.,д.38к1,"55.864283,37.372404",40.7,5950000,146191,55.864283,37.372404
Москва;район Митино;Уваровский пер.;д.10К1,район Митино,Уваровский пер.,д.10К1,"55.827176,37.350081",40.0,5900000,147500,55.827176,37.350081
"Москва;Московский поселение;район Московский;Киевское шоссе, 23-й км;д.14к3",район Московский,"Киевское шоссе, 23-й км",д.14к3,"55.633790,37.415469",39.0,5950000,152564,55.633790,37.415469
Москва;район Войковский;Выборгская ул.,unknown,unknown,unknown,"55.836189,37.498494",31.9,5963545,186944,55.836189,37.498494
Москва;район Чертаново Южное;Варшавское ш.;д.170Е,район Чертаново Южное,Варшавское ш.,д.170Е,"55.583726,37.580668",24.4,5934426,243014,55.583726,37.580668
Москва;район Некрасовка;Люберецкие Поля мкр;12-й кв-л;д.к9,Люберецкие Поля мкр,12-й кв-л,д.к9,"55.707325,37.935063",43.7,5937847,135877,55.707325,37.935063
Москва;район Теплый Стан;ул. Островитянова;д.26К2,район Теплый Стан,ул. Островитянова,д.26К2,"55.633622,37.514275",33.0,5990000,181515,55.633622,37.514275
Москва;район Ивановское;ул. Сталеваров;д.14,район Ивановское,ул. Сталеваров,д.14,"55.758119,37.838980",37.0,6000000,162162,55.758119,37.838980
