address,district,street,house_number,coords,area,full_price,weighted_price,lat,lon,is_correct,distr
Свердловская область;Екатеринбург;район Верх-Исетский;ул. Евгения Савкова,Екатеринбург,Суходольская ул., 197,"56.789156,60.489504",69.5,3843350,55300,56.78915600000001,60.489504,1,Широкая Речка
Свердловская область;Екатеринбург;район Верх-Исетский;ул. Металлургов;д.28,район Верх-Исетский,ул. Металлургов,д.28,"56.827163,60.540710",58.1,3850000,66265,56.827163,60.54071,1,ВИЗ
Свердловская область;Екатеринбург;район Железнодорожный;ул. Машинистов;д.2,район Железнодорожный,ул. Машинистов,д.2,"56.853976,60.577182",60.0,3900000,65000,56.853976,60.57718199999999,1,Заречный
Свердловская область;Екатеринбург;район Орджоникидзевский;ул. Победы;д.24,район Орджоникидзевский,ул. Победы,д.24,"56.897330,60.604347",64.8,3900000,60185,56.89733,60.604347,1,Уралмаш
Свердловская область;Екатеринбург;район Чкаловский;ул. 8 Марта,Екатеринбург,ул. 8 Марта, 197ж,"56.792363,60.609288",59.8,4780800,80000,56.792363,60.609288,1,Ботанический
Свердловская область;Екатеринбург;район Верх-Исетский;Суходольская ул.,Екатеринбург,ул. Евгения Савкова, 31,"56.791054,60.486782",78.2,4790000,61253,56.791054,60.486782,1,Широкая Речка
Свердловская область;Екатеринбург;район Кировский;ул. Владимира Высоцкого;д.1,район Кировский,ул. Владимира Высоцкого,д.1,"56.843608,60.674976",69.2,4836300,69878,56.843608,60.674976,1,ЖБИ
Свердловская область;Екатеринбург;район Верх-Исетский;ул. Крауля,Екатеринбург,ул. Крауля, 168А,"56.834138,60.523987",75.1,4841370,64500,56.834138,60.523987,1,ВИЗ
Свердловская область;Екатеринбург;район Октябрьский;Лечебный мкр;пер. Волчанский;д.2А,Лечебный мкр,пер. Волчанский,д.2А,"56.809763,60.710500",63.0,4800000,76190,56.809763,60.7105,1,Лечебный
Свердловская область;Екатеринбург;район Кировский;Комсомольская ул.;д.67,район Кировский,Комсомольская ул.,д.67,"56.837022,60.661857",64.2,4850000,75498,56.837022,60.661857,1,unknown
Свердловская область;Екатеринбург;район Ленинский;Академический мкр;просп. Академика Сахарова;д.39,Академический мкр,просп. Академика Сахарова,д.39,"56.779318,60.525573",56.9,4888700,85917,56.779318,60.525573,1,УНЦ
Свердловская область;Екатеринбург;район Верх-Исетский;Академический мкр;просп. Академика Сахарова,район Верх-Исетский,ул. Академика Сахарова, 53,"56.790936,60.504540",59.8,4874300,81510,56.790936,60.50454000000001,1,Академический
Свердловская область;Екатеринбург;район Чкаловский;ул. Гастелло;д.25,район Чкаловский,ул. Гастелло,д.25,"56.782927,60.647289",82.6,4940000,59806,56.782927,60.647289,1,Уктус
Свердловская область;Екатеринбург;район Ленинский;ул. Цвиллинга,Екатеринбург,ул. Цвиллинга, 7,"56.814620,60.624010",68.1,4901040,72000,56.81462,60.62401,1,Автовокзал
Свердловская область;Екатеринбург;район Кировский;ул. Блюхера;д.97,район Кировский,ул. Блюхера,д.97,"56.865080,60.666497",73.6,4908829,66696,56.865080000000006,60.666497,1,Пионерский
Свердловская область;Екатеринбург;район Кировский;Комсомольская ул.;д.67,район Кировский,Комсомольская ул.,д.67,"56.837022,60.661857",62.9,4947000,78598,56.837022,60.661857,1,unknown
Свердловская область;Екатеринбург;район Кировский;Комсомольская ул.;д.67,район Кировский,Комсомольская ул.,д.67,"56.837022,60.661857",65.0,4982000,76622,56.837022,60.661857,1,unknown
Свердловская область;Екатеринбург;район Ленинский;ул. Чкалова,Екатеринбург,ул. Чкалова, 18,"56.810832,60.577397",70.5,4960000,70354,56.810832,60.577397,1,Верхнемакарово с.
Свердловская область;Екатеринбург;район Чкаловский;Широкий пер.,Екатеринбург,пер. Широкий, 2А,"56.782778,60.651349",78.6,4953060,62999,56.782778,60.651349,1,unknown
Свердловская область;Екатеринбург;район Кировский;ул. Раевского;д.20,район Кировский,ул. Раевского,д.20,"56.859416,60.661520",75.6,4989600,66000,56.859416,60.66152,1,Втузгородок
Свердловская область;Екатеринбург;район Кировский;ул. Раевского;д.6,район Кировский,ул. Раевского,д.6,"56.863626,60.657257",69.3,5000000,72150,56.863626,60.657257,1,Пионерский
Свердловская область;Екатеринбург;район Верх-Исетский;Заводская ул.;д.32/4,район Верх-Исетский,Заводская ул.,д.32/4,"56.833713,60.549711",48.0,5000000,104166,56.833713,60.549711,1,ВИЗ
Свердловская область;Екатеринбург;район Чкаловский;ул. Крестинского;д.2,район Чкаловский,ул. Крестинского,д.2,"56.792404,60.608290",60.0,5098300,85000,56.79240400000001,60.60829,1,Ботанический
Свердловская область;Екатеринбург;район Кировский;ул. Владимира Высоцкого;д.1,район Кировский,ул. Владимира Высоцкого,д.1,"56.843608,60.674976",70.0,5066600,72380,56.843608,60.674976,1,ЖБИ
Свердловская область;Екатеринбург;район Чкаловский;Миасская ул.,Екатеринбург,ул. Щербакова, 10,"56.785682,60.651716",68.9,5050370,73300,56.785682,60.651716,1,Уктус
Свердловская область;Екатеринбург;район Чкаловский;Миасская ул.,Екатеринбург,ул. Щербакова, 10,"56.785682,60.651716",70.2,5145660,73300,56.785682,60.651716,1,Уктус
Свердловская область;Екатеринбург;район Ленинский;ул. Чкалова,Екатеринбург,ул. Чкалова, 18,"56.810832,60.577397",70.4,5110000,72585,56.810832,60.577397,1,Верхнемакарово с.
Свердловская область;Екатеринбург;район Кировский;Комсомольская ул.;д.67,район Кировский,Комсомольская ул.,д.67,"56.837022,60.661857",67.5,5134000,76025,56.837022,60.661857,1,unknown
Свердловская область;Екатеринбург;район Верх-Исетский;ул. Евгения Савкова,Екатеринбург,ул. Евгения Савкова, 31,"56.790369,60.487700",81.0,5120000,63209,56.79036899999999,60.4877,1,Широкая Речка
Свердловская область;Екатеринбург;район Железнодорожный;Армавирская ул.;д.17,район Железнодорожный,Армавирская ул.,д.17,"56.864895,60.578053",71.0,3250000,45774,56.864895,60.578053,1,Завокзальный
Свердловская область;Екатеринбург;район Железнодорожный;Конотопская ул.;д.5,район Железнодорожный,Конотопская ул.,д.5,"56.866298,60.575951",79.0,3320000,42025,56.866298,60.575951,1,Завокзальный
Свердловская область;Екатеринбург;район Орджоникидзевский;просп. Космонавтов;д.81,район Орджоникидзевский,просп. Космонавтов,д.81,"56.917563,60.610257",73.5,3399000,46244,56.917563,60.610257,1,Уралмаш
Свердловская область;Екатеринбург;район Орджоникидзевский;Черниговский пер.;д.11,район Орджоникидзевский,Черниговский пер.,д.11,"56.886563,60.569258",85.5,3400000,39766,56.886563,60.569258,1,Уралмаш
Свердловская область;Екатеринбург;район Ленинский;Юго-Западный мкр;ул. Начдива Онуфриева;д.28,Юго-Западный мкр,ул. Начдива Онуфриева,д.28,"56.801085,60.551562",63.2,3440000,54430,56.801085,60.551562,1,Юго-Западный
Свердловская область;Екатеринбург;район Чкаловский;Вторчермет мкр;ул. Симферопольская;д.19,Вторчермет мкр,ул. Симферопольская,д.19,"56.772798,60.585976",75.0,3420000,45600,56.772798,60.585976,1,Вторчермет
Свердловская область;Екатеринбург;район Железнодорожный;Ангарская ул.;д.52к2,район Железнодорожный,Ангарская ул.,д.52к2,"56.886681,60.513644",69.0,3400000,49275,56.886681,60.51364399999999,1,Старая Сортировка
Свердловская область;Екатеринбург;пос. Совхозный;район Ленинский;Предельная ул.;д.7,район Ленинский,Предельная ул.,д.7,"56.763194,60.570911",80.2,3400000,42394,56.76319399999999,60.570911,1,Совхозный пос.
Свердловская область;Екатеринбург;район Верх-Исетский;ул. Металлургов;д.4,район Верх-Исетский,ул. Металлургов,д.4,"56.826729,60.555936",58.0,3499000,60327,56.826729,60.555936,1,ВИЗ
Свердловская область;Екатеринбург;район Ленинский;ул. Серафимы Дерябиной;д.53,район Ленинский,ул. Серафимы Дерябиной,д.53,"56.805343,60.543342",58.0,3465000,59741,56.80534300000001,60.543342,1,Юго-Западный
Свердловская область;Екатеринбург;район Кировский;Пионерский мкр;ул. Александровская;д.3,Пионерский мкр,ул. Александровская,д.3,"56.869294,60.656027",61.0,3499000,57360,56.869294,60.656027,1,Пионерский
Свердловская область;Екатеринбург;район Верх-Исетский;ул. Черепанова;д.18,район Верх-Исетский,ул. Черепанова,д.18,"56.856491,60.565459",79.0,3499000,44291,56.85649100000001,60.565459,1,Заречный
Свердловская область;Екатеринбург;район Железнодорожный;Новая Сортировка мкр;ул. Пехотинцев;д.9,Новая Сортировка мкр,ул. Пехотинцев,д.9,"56.869205,60.556233",63.3,3490000,55134,56.86920500000001,60.556233,1,Новая Сортировка
Свердловская область;Екатеринбург;район Орджоникидзевский;Эльмаш мкр;ул. Электриков;д.22,Эльмаш мкр,ул. Электриков,д.22,"56.884266,60.619825",63.7,3499000,54929,56.884266,60.619825,1,Эльмаш
Свердловская область;Екатеринбург;район Ленинский;Юго-Западный мкр;ул. Начдива Онуфриева;д.38,Юго-Западный мкр,ул. Начдива Онуфриева,д.38,"56.799576,60.555595",63.0,3550000,56349,56.799576,60.555595,1,Юго-Западный
Свердловская область;Екатеринбург;район Чкаловский;ул. Белинского;д.218к2,район Чкаловский,ул. Белинского,д.218к2,"56.801750,60.626544",62.0,3550000,57258,56.80175,60.626544,1,Автовокзал
Свердловская область;Екатеринбург;район Чкаловский;Вторчермет мкр;ул. Санаторная;д.35,Вторчермет мкр,ул. Санаторная,д.35,"56.767249,60.600349",64.0,3600000,56250,56.767249,60.600349,1,Вторчермет
Свердловская область;Екатеринбург;с. Горный Щит;район Чкаловский;Колхозная ул.;д.19,район Чкаловский,Колхозная ул.,д.19,"56.689783,60.511569",78.1,3600000,46094,56.689783,60.511569,1,Горный Щит с.
Свердловская область;Екатеринбург;район Орджоникидзевский;просп. Космонавтов;д.59А,район Орджоникидзевский,просп. Космонавтов,д.59А,"56.907672,60.612000",77.0,3600000,46753,56.907672,60.611999999999995,1,Веер
Свердловская область;Екатеринбург;район Чкаловский;Селькоровская ул.;д.60,район Чкаловский,Селькоровская ул.,д.60,"56.761368,60.611497",64.0,3600000,56250,56.761368,60.611497,1,Вторчермет
Свердловская область;Екатеринбург;район Кировский;Пионерский мкр;ул. Июльская;д.39К2,Пионерский мкр,ул. Июльская,д.39К2,"56.858484,60.633380",64.0,3600000,56250,56.858484,60.63338,1,Пионерский
Свердловская область;Екатеринбург;район Железнодорожный;Старая Сортировка мкр;ул. Кунарская;д.63,Старая Сортировка мкр,ул. Кунарская,д.63,"56.884532,60.500941",78.5,3648000,46471,56.88453199999999,60.50094100000001,1,Старая Сортировка
Свердловская область;Екатеринбург;район Орджоникидзевский;ул. Победы;д.30,район Орджоникидзевский,ул. Победы,д.30,"56.898785,60.603161",73.0,3600000,49315,56.898785,60.603161,1,Уралмаш
Свердловская область;Екатеринбург;район Орджоникидзевский;ул. Восстания;д.124,район Орджоникидзевский,ул. Восстания,д.124,"56.910085,60.584790",64.0,3600000,56250,56.910085,60.58479000000001,1,Уралмаш
Свердловская область;Екатеринбург;район Ленинский;Юго-Западный мкр;проезд Решетникова;д.3,Юго-Западный мкр,проезд Решетникова,д.3,"56.796910,60.572789",63.2,3650000,57753,56.79691,60.572789,1,Юго-Западный
Свердловская область;Екатеринбург;район Чкаловский;Светлый мкр;д.4,район Чкаловский,Светлый мкр,д.4,"56.777928,60.704015",28.0,2290000,81785,56.777928,60.70401500000001,1,unknown
Свердловская область;Екатеринбург;район Чкаловский;Вторчермет мкр;ул. Ферганская;д.10,Вторчермет мкр,ул. Ферганская,д.10,"56.772655,60.609611",33.0,2250000,68181,56.77265500000001,60.609611,1,Вторчермет
Свердловская область;Екатеринбург;район Чкаловский;ул. Чемпионов;д.3,район Чкаловский,ул. Чемпионов,д.3,"56.748015,60.569779",40.2,2295000,57089,56.748015,60.569779,1,Солнечный
Свердловская область;Екатеринбург;район Орджоникидзевский;просп. Космонавтов;д.51,район Орджоникидзевский,просп. Космонавтов,д.51,"56.905470,60.613087",31.3,2270000,72523,56.90547,60.613087,1,Уралмаш
Свердловская область;Екатеринбург;район Октябрьский;ул. Декабристов;д.4,район Октябрьский,ул. Декабристов,д.4,"56.826212,60.636488",26.0,2290000,88076,56.826212,60.636488,1,Центр
Свердловская область;Екатеринбург;район Верх-Исетский;Хрустальногорская ул.;д.77,район Верх-Исетский,Хрустальногорская ул.,д.77,"56.799734,60.490449",35.0,2340000,66857,56.799734,60.490449,1,Широкая Речка
Свердловская область;Екатеринбург;район Верх-Исетский;ул. Евгения Савкова,Екатеринбург,ул. Евгения Савкова, 31,"56.790369,60.487700",39.8,2390000,60050,56.79036899999999,60.4877,1,Широкая Речка
Свердловская область;Екатеринбург;район Чкаловский;Вторчермет мкр;ул. Братская;д.27к2,Вторчермет мкр,ул. Братская,д.27к2,"56.776488,60.596675",40.0,2370000,59250,56.776488,60.596675,1,Вторчермет
Свердловская область;Екатеринбург;район Верх-Исетский;ул. Евгения Савкова,Екатеринбург,ул. Евгения Савкова, 9,"56.794223,60.498068",42.6,2385600,56000,56.794223,60.498068,1,Широкая Речка
Свердловская область;Екатеринбург;район Чкаловский;Вторчермет мкр;ул. Братская;д.27к3,Вторчермет мкр,ул. Братская,д.27к3,"56.776083,60.596289",43.0,2385000,55465,56.77608299999999,60.596289,1,Вторчермет
Свердловская область;Екатеринбург;район Чкаловский;Рудный мкр;ул. Круговая;д.18,Рудный мкр,ул. Круговая,д.18,"56.723457,60.635786",47.6,2363837,49650,56.723457,60.635786,1,Рудный
Свердловская область;Екатеринбург;район Орджоникидзевский;ул. Машиностроителей;д.49,район Орджоникидзевский,ул. Машиностроителей,д.49,"56.884320,60.575780",31.1,2380000,76527,56.88432,60.57578,1,Уралмаш
Свердловская область;Екатеринбург;район Верх-Исетский;ул. Евгения Савкова,Екатеринбург,ул. Евгения Савкова, 31,"56.790369,60.487700",43.8,2430000,55479,56.79036899999999,60.4877,1,Широкая Речка
Свердловская область;Екатеринбург;район Чкаловский;ул. 8 Марта,Екатеринбург,ул. Крестинского, 17А,"56.792054,60.610382",29.3,2434390,83000,56.792054,60.610382,1,unknown
Свердловская область;Екатеринбург;район Верх-Исетский;Академический мкр;просп. Академика Сахарова,район Верх-Исетский,ул. Академика Сахарова, 47,"56.787558,60.507216",41.8,2423820,58000,56.787558,60.50721600000001,1,Академический
Свердловская область;Екатеринбург;район Чкаловский;Елизавет мкр;ул. Бисертская;д.26,Елизавет мкр,ул. Бисертская,д.26,"56.745068,60.615099",33.7,2400000,71216,56.745068,60.615099,1,Елизавет
Свердловская область;Екатеринбург;район Верх-Исетский;ул. Евгения Савкова,Екатеринбург,ул. Евгения Савкова, 31,"56.790369,60.487700",37.3,2420000,64879,56.79036899999999,60.4877,1,Широкая Речка
Свердловская область;Екатеринбург;район Железнодорожный;Старая Сортировка мкр;ул. Таежная;д.11,Старая Сортировка мкр,ул. Таежная,д.11,"56.874233,60.520821",35.8,2400000,67039,56.874233,60.520821,1,Старая Сортировка
Свердловская область;Екатеринбург;район Октябрьский;Компрессорный мкр;ул. Яскина,район Октябрьский,Улица Яскина, 12,"56.795517,60.762536",42.0,2438000,58006,56.795517,60.762536,1,Компрессорный
Свердловская область;Екатеринбург;район Орджоникидзевский;просп. Космонавтов;д.90,район Орджоникидзевский,просп. Космонавтов,д.90,"56.907706,60.613851",30.9,2420000,78317,56.90770600000001,60.613851,1,Эльмаш
Свердловская область;Екатеринбург;район Железнодорожный;Таватуйская ул.;д.1Г,район Железнодорожный,Таватуйская ул.,д.1Г,"56.867562,60.540809",37.1,2400000,64690,56.867562,60.540809,1,Новая Сортировка
Свердловская область;Екатеринбург;район Верх-Исетский;ул. Евгения Савкова,Екатеринбург,ул. Евгения Савкова, 31,"56.790369,60.487700",38.9,2450000,62982,56.79036899999999,60.4877,1,Широкая Речка
Свердловская область;Екатеринбург;район Октябрьский;Кольцово мкр;ул. Авиаторов;д.1А,Кольцово мкр,ул. Авиаторов,д.1А,"56.761931,60.814723",40.0,2490000,62250,56.761931,60.814723,1,Кольцово
Свердловская область;Екатеринбург;район Кировский;Пионерский мкр;ул. Смазчиков;д.4,Пионерский мкр,ул. Смазчиков,д.4,"56.858838,60.621954",28.3,2460000,86925,56.858838,60.621954,1,Пионерский
Свердловская область;Екатеринбург;район Октябрьский;Переходный пер.;д.9,район Октябрьский,Переходный пер.,д.9,"56.804155,60.630475",46.4,4338000,93551,56.804155,60.630475,1,Автовокзал
Свердловская область;Екатеринбург;район Верх-Исетский;ул. Шевелева;д.1,район Верх-Исетский,ул. Шевелева,д.1,"56.842300,60.575448",62.6,4399999,70298,56.8423,60.575448,1,ВИЗ
Свердловская область;Екатеринбург;район Ленинский;Юго-Западный мкр;ул. Волгоградская,район Ленинский,ул. Волгоградская, 5,"56.800602,60.593028",45.3,4399999,97151,56.80060200000001,60.593028,1,unknown
Свердловская область;Екатеринбург;район Ленинский;ул. Большакова,Екатеринбург,ул. Большакова, 147А,"56.815957,60.593574",40.8,4445020,109000,56.815957,60.593574,1,Автовокзал
Свердловская область;Екатеринбург;район Ленинский;Юго-Западный мкр;ул. Волгоградская,район Ленинский,ул. Волгоградская, 5,"56.800602,60.593028",45.3,4400000,97151,56.80060200000001,60.593028,1,unknown
Свердловская область;Екатеринбург;район Ленинский;Юго-Западный мкр;ул. Волгоградская,район Ленинский,Балакинский пер., 7,"56.800298,60.592213",46.2,4500000,97423,56.800298,60.592213,1,Вторчермет
Свердловская область;Екатеринбург;район Октябрьский;ул. Белинского;д.30,район Октябрьский,ул. Белинского,д.30,"56.833102,60.614444",41.1,4600000,111922,56.833102,60.61444399999999,1,Центр
Свердловская область;Екатеринбург;район Ленинский;ул. Сакко и Ванцетти;д.102,район Ленинский,ул. Сакко и Ванцетти,д.102,"56.826803,60.590638",40.0,4640000,116000,56.82680300000001,60.590638,1,Центр
Свердловская область;Екатеринбург;район Ленинский;Юго-Западный мкр;ул. Шаумяна,район Ленинский,ул. Шаумяна, 18,"56.808243,60.588460",54.6,4630000,84798,56.808243,60.58846,1,Улица
Свердловская область;Екатеринбург;район Октябрьский;ул. Ткачей,Екатеринбург,ул. Ткачей, 15 стр,"56.816544,60.634694",46.6,4660000,100000,56.81654399999999,60.634694,1,Парковый
Свердловская область;Екатеринбург;район Верх-Исетский;ул. Евгения Савкова,Екатеринбург,ул. Евгения Савкова, 31,"56.790369,60.487700",65.7,4650000,70776,56.79036899999999,60.4877,1,Широкая Речка
Свердловская область;Екатеринбург;район Верх-Исетский;ул. Евгения Савкова,Екатеринбург,ул. Евгения Савкова, 31,"56.790369,60.487700",72.1,4700000,65187,56.79036899999999,60.4877,1,Широкая Речка
Свердловская область;Екатеринбург;район Ленинский;Юго-Западный мкр;ул. Шаумяна,район Ленинский,ул. Шаумяна, 18,"56.808243,60.588460",61.7,4750000,76985,56.808243,60.58846,1,Улица
Свердловская область;Екатеринбург;район Кировский;ул. Владимира Высоцкого;д.1,район Кировский,ул. Владимира Высоцкого,д.1,"56.843608,60.674976",69.0,4836300,70091,56.843608,60.674976,1,ЖБИ
Свердловская область;Екатеринбург;район Кировский;Пионерский мкр;ул. Данилы Зверева,район Кировский,ул. Данилы Зверева, 17А,"56.863410,60.652391",59.7,4811000,80586,56.86341,60.652391,1,unknown
Свердловская область;Екатеринбург;район Верх-Исетский;ул. Цветоносная;д.17/1,район Верх-Исетский,ул. Цветоносная,д.17/1,"56.791142,60.478242",82.8,4856220,58650,56.791142,60.478242,1,Мичуринский пос.
Свердловская область;Екатеринбург;район Ленинский;ул. Ткачей,Екатеринбург,Машинная ул., 14,"56.816274,60.629100",63.1,4850000,76886,56.816274,60.6291,1,Автовокзал
Свердловская область;Екатеринбург;район Октябрьский;ул. Ткачей,Екатеринбург,ул. Ткачей, 15 стр,"56.816544,60.634694",48.7,4930000,101232,56.81654399999999,60.634694,1,Парковый
Свердловская область;Екатеринбург;район Ленинский;ул. Ткачей,Екатеринбург,Машинная ул., 14,"56.816274,60.629100",62.3,5020000,80616,56.816274,60.6291,1,unknown
Свердловская область;Екатеринбург;район Октябрьский;ул. Ткачей,Екатеринбург,ул. Ткачей, 15 стр,"56.816544,60.634694",50.4,5090000,100992,56.81654399999999,60.634694,1,Парковый
Свердловская область;Екатеринбург;район Октябрьский;ул. Белинского;д.177Ак3,район Октябрьский,ул. Белинского,д.177Ак3,"56.798226,60.639659",52.4,5100000,97328,56.798226,60.639659,1,Автовокзал
Свердловская область;Екатеринбург;район Кировский;просп. Ленина;д.99А,район Кировский,просп. Ленина,д.99А,"56.843865,60.642435",48.9,5183100,105928,56.843865,60.642435,1,Горный Щит с.
Свердловская область;Екатеринбург;район Кировский;ул. Маяковского;д.2а,район Кировский,ул. Маяковского,д.2а,"56.861648,60.616932",101.9,6500000,63788,56.861648,60.61693199999999,1,Пионерский
Свердловская область;Екатеринбург;район Железнодорожный;Техническая ул.;д.152,район Железнодорожный,Техническая ул.,д.152,"56.882294,60.502585",64.0,3140000,49062,56.882294,60.502585,1,Старая Сортировка
Свердловская область;Екатеринбург;район Орджоникидзевский;Донбасская ул.;д.16,район Орджоникидзевский,Донбасская ул.,д.16,"56.888972,60.568728",56.0,2650000,47321,56.888972,60.568728,1,Уралмаш
Свердловская область;Екатеринбург;район Октябрьский;ул. Тверитина;д.13,район Октябрьский,ул. Тверитина,д.13,"56.822336,60.633030",58.0,4250000,73275,56.822336,60.63303000000001,1,Парковый
Свердловская область;Екатеринбург;район Чкаловский;Вторчермет мкр;ул. Санаторная;д.19,Вторчермет мкр,ул. Санаторная,д.19,"56.767890,60.605550",74.0,5100000,68918,56.76789,60.60555,1,Вторчермет
Свердловская область;Екатеринбург;район Железнодорожный;Старая Сортировка мкр;ул. Кунарская;д.18,Старая Сортировка мкр,ул. Кунарская,д.18,"56.881773,60.507463",53.6,2600000,48507,56.881773,60.507463,1,Старая Сортировка
Свердловская область;Екатеринбург;район Кировский;ЖБИ мкр;ул. Панельная;д.11,ЖБИ мкр,ул. Панельная,д.11,"56.833540,60.690306",53.5,2750000,51401,56.83354,60.69030600000001,1,ЖБИ
Свердловская область;Екатеринбург;район Орджоникидзевский;Эльмаш мкр;ул. Шефская;д.91к1,Эльмаш мкр,ул. Шефская,д.91к1,"56.905583,60.619771",57.6,2980000,51736,56.90558299999999,60.61977099999999,1,Эльмаш
Свердловская область;Екатеринбург;район Чкаловский;Рудный мкр;ул. Круговая;д.18,Рудный мкр,ул. Круговая,д.18,"56.723457,60.635786",71.6,3445403,48100,56.723457,60.635786,1,Рудный
Свердловская область;Екатеринбург;район Чкаловский;Вторчермет мкр;ул. Ферганская;д.6,Вторчермет мкр,ул. Ферганская,д.6,"56.772798,60.610617",56.2,3520000,62633,56.772798,60.61061700000001,1,Вторчермет
Свердловская область;Екатеринбург;район Октябрьский;Латвийская ул.;д.54,район Октябрьский,Латвийская ул.,д.54,"56.798063,60.764417",68.1,3550000,52129,56.798063,60.764417,1,Компрессорный
Свердловская область;Екатеринбург;район Верх-Исетский;ул. Евгения Савкова,Екатеринбург,ул. Евгения Савкова, 31,"56.789953,60.488517",69.3,3760275,54300,56.789953,60.488517,1,Широкая Речка
Свердловская область;Екатеринбург;район Железнодорожный;Автомагистральная ул.;д.11,район Железнодорожный,Автомагистральная ул.,д.11,"56.869407,60.562665",58.0,3750000,64655,56.869407,60.562665,1,Новая Сортировка
Свердловская область;Екатеринбург;район Ленинский;Юго-Западный мкр;ул. Академика Бардина;д.1,Юго-Западный мкр,ул. Академика Бардина,д.1,"56.809300,60.547798",58.9,3750000,63667,56.8093,60.547798,1,Юго-Западный
Свердловская область;Екатеринбург;район Октябрьский;Синие Камни мкр;бул. Есенина;д.16,Синие Камни мкр,бул. Есенина,д.16,"56.824552,60.677469",63.0,3800000,60317,56.824552,60.677469,1,Синие Камни
Свердловская область;Екатеринбург;район Верх-Исетский;Юго-Западный мкр;ул. Белореченская;д.32,Юго-Западный мкр,ул. Белореченская,д.32,"56.815956,60.560653",59.9,3800000,63439,56.81595600000001,60.560653,1,Юго-Западный
Свердловская область;Екатеринбург;район Верх-Исетский;Ленинградская ул.;д.34к2,район Верх-Исетский,Ленинградская ул.,д.34к2,"56.816848,60.546405",64.0,3900000,60937,56.816848,60.54640500000001,1,Юго-Западный
Свердловская область;Екатеринбург;район Кировский;Советская ул.;д.41,район Кировский,Советская ул.,д.41,"56.855679,60.638887",58.2,3900000,67010,56.855679,60.638887,1,Пионерский
Свердловская область;Екатеринбург;район Октябрьский;Луганская ул.,Екатеринбург,Машинная ул., 29Д,"56.807962,60.638341",56.5,3999492,70800,56.807962,60.638341,1,Автовокзал
Свердловская область;Екатеринбург;район Кировский;Втузгородок мкр;ул. Академическая;д.11А,Втузгородок мкр,ул. Академическая,д.11А,"56.851933,60.649146",66.0,3980000,60303,56.851933,60.649146,1,Втузгородок
Свердловская область;Екатеринбург;район Октябрьский;Латвийская ул.;д.56/2,район Октябрьский,Латвийская ул.,д.56/2,"56.798906,60.764929",61.4,4052400,66000,56.798906,60.764929,1,Компрессорный
Свердловская область;Екатеринбург;район Чкаловский;ул. Патриотов;д.6к4,район Чкаловский,ул. Патриотов,д.6к4,"56.781006,60.673269",73.1,4066751,55602,56.78100600000001,60.673269,1,Уктус
Свердловская область;Екатеринбург;район Верх-Исетский;ул. Крауля;д.57,район Верх-Исетский,ул. Крауля,д.57,"56.830118,60.553700",73.6,4100000,55706,56.83011800000001,60.5537,1,ВИЗ
Свердловская область;Екатеринбург;район Чкаловский;Химмаш мкр;ул. Бородина;д.15Б,Химмаш мкр,ул. Бородина,д.15Б,"56.752348,60.699361",40.0,2100000,52500,56.752348,60.699361,1,Химмаш
Свердловская область;Екатеринбург;район Ленинский;ул. Отто Шмидта;д.70,район Ленинский,ул. Отто Шмидта,д.70,"56.811015,60.605658",44.0,2465000,56022,56.81101500000001,60.605658,1,Автовокзал
Свердловская область;Екатеринбург;район Чкаловский;ул. Патриса Лумумбы;д.23,район Чкаловский,ул. Патриса Лумумбы,д.23,"56.776261,60.599873",43.0,2540000,59069,56.776261,60.599873,1,Вторчермет
Свердловская область;Екатеринбург;район Кировский;Пионерский мкр;ул. Солнечная;д.43А,Пионерский мкр,ул. Солнечная,д.43А,"56.850811,60.626589",41.2,2999000,72791,56.850811,60.626589,1,Пионерский
Свердловская область;Екатеринбург;район Железнодорожный;Старая Сортировка мкр;ул. Маневровая;д.12,Старая Сортировка мкр,ул. Маневровая,д.12,"56.871576,60.515494",48.0,3180000,66250,56.871576,60.515494,1,Старая Сортировка
Свердловская область;Екатеринбург;район Чкаловский;Химмаш мкр;ул. Альпинистов;д.18,Химмаш мкр,ул. Альпинистов,д.18,"56.756163,60.702775",50.0,3199000,63980,56.756163,60.702775,1,Химмаш
Свердловская область;Екатеринбург;район Верх-Исетский;ул. Крауля;д.72,район Верх-Исетский,ул. Крауля,д.72,"56.831620,60.547861",43.0,3300000,76744,56.83162,60.547861,1,ВИЗ
Свердловская область;Екатеринбург;район Верх-Исетский;Хрустальногорская ул.;д.84,район Верх-Исетский,Хрустальногорская ул.,д.84,"56.795604,60.496207",56.0,3840000,68571,56.795604,60.496207,1,Широкая Речка
Свердловская область;Екатеринбург;район Кировский;просп. Ленина;д.62к2,район Кировский,просп. Ленина,д.62к2,"56.841965,60.638474",56.0,3999999,71428,56.841965,60.638474,1,Втузгородок
Свердловская область;Екатеринбург;район Железнодорожный;ул. Якова Свердлова;д.11,район Железнодорожный,ул. Якова Свердлова,д.11,"56.852027,60.604706",59.0,4300000,72881,56.852027,60.60470600000001,1,Центр
Свердловская область;Екатеринбург;район Верх-Исетский;ул. Токарей;д.40,район Верх-Исетский,ул. Токарей,д.40,"56.834540,60.560823",61.0,6000000,98360,56.83454,60.560823,1,unknown
